CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
02.610.696/0001-01,Faria Reis Empreendimentos Imobiliarios Ltda,Faria Reis Empreendimentos,R Misseno de Padua,352,Sala 1003,Centro,Lavras,MG,37200-000,contabilidade@boavistaagropecuaria.com.br,(35) 3822-4593,Construção Civil,Incorporação de empreendimentos imobiliários,23/04/1998,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
81.771.222/0001-00,Refrigeracao Graczcki Ltda,,R Germano Furbringer,855,,Souza Cruz,Brusque,SC,88354-600,graczcki@graczcki.com.br,(47) 3351-0502,Eletro-eletrônica,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,01/03/1990,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
58.511.478/0001-66,M. Ferretti Comercio Importacao e Exportacao Ltda,,R Ancilla Tonini Gago,465,,Terminal Intermodal de Cargas (tic),Campinas,SP,13069-135,rh@mferretti.com.br,,Importadoras e Exportadoras,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",19/01/1988,Demais,Não optante,Sociedade Empresária Limitada,"R$ 120000,00",
30.449.549/0001-29,Cool & Co. Comercio e Confeccoes Ltda,Cool Confeccoes,Julio Conceicao,92,Conj 91,Bom Retiro,São Paulo,SP,01126-000,sergio@coolconfeccao.com.br,(11) 4769-0669,Varejo,Comércio varejista de artigos do vestuário e acessórios,14/05/2018,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
03.973.265/0001-64,Wr Solados Ltda,Calcados e Injetados Wr,Zacarias Guimaraes,1290,Anexo: 1280;,Sao Geraldo Ii,Nova Serrana,MG,35519-000,wrsolados@digimaster.com.br,(37) 3227-2201,Moda e Indústria Têxtil,"Fabricação de partes para calçados, de qualquer material",27/07/2000,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 35000,00",
01.846.209/0001-33,Sitta Grafica e Editora Ltda,,R das Dalias,641,,Vila Mimosa,Campinas,SP,13050-040,sitta@sitta.com.br,(19) 3269-5137,Mídia e Entretenimento,"Impressão de livros, revistas e outras publicações periódicas",22/05/1997,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
33.935.190/0001-98,Farol Importacao Comercio e Distribuicao Ltda,Farol Import,Joao Bauer,155,Sala 16,Centro,Itajai,SC,88301-500,nfe@farolimport.com.br,(47) 3045-4445,Atacado e Distribuição,Comércio atacadista de resinas e elastômeros,14/06/2019,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1647000,00",
53.020.152/0001-12,L.a. Falcao Bauer Centro Tecnologico de Controle da Qualidade Ltda,,R Aquinos,111,,Agua Branca,São Paulo,SP,05036-070,acustica@falcaobauer.com.br,(11) 3611-0833,Engenharia,Atividades técnicas relacionadas à engenharia e arquitetura ,14/11/1983,Demais,Não optante,Sociedade Empresária Limitada,"R$ 7435000,00",0 - 25
52.936.267/0001-99,Comercial Gold Produtos de Limpeza Sao Paulo Ltda,Gold Produtos Gp,R Conde Moreira Lima,317,,Jabaquara,São Paulo,SP,04384-032,gold@goldprodutos.com.br,(11) 3105-8560,Medicina e Saúde,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",04/10/1983,Micro empresa,Optante,Sociedade Empresária Limitada,,
17.022.909/0001-43,J&m Comercio Varejista de Roupas Ltda,da Luz Moda Feminina,R Sousa Barros,247,Loja,Engenho Novo,Rio de Janeiro,RJ,20961-150,atendimento@daluzloja.com.br,,Varejo,Comércio varejista de artigos do vestuário e acessórios,17/10/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
07.376.564/0001-72,Archaeo Pesquisas Arqueologicas Ltda,Archaeo,Av Carandai,99,,Parque Georgia,Cuiabá,MT,78085-485,adriane@archaeo.com.br,(65) 3661-1211,Serviços Empresariais,"Outras atividades profissionais, científicas e técnicas ",14/04/2005,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 350000,00",
28.911.389/0001-46,Cliente Agente - Solucoes em Mgm e Crm Para Empresas Ltda,Cliente Agente - Solucoes em Mgm e Crm Para Corretoras,Felipe Sabbag,34,Sala 25,Centro,Ribeirao Pires,SP,09400-130,contato@clienteagente.com.br,(11) 4827-7706,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,23/10/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
28.983.605/0001-69,Ouro Branco Material Filtrante Ltda,Ouro Branco,Natalie Chierice - Km 3.2,S/n,Sitio Cadeado,Taquaral,Rincao,SP,14830-000,comercial@ourobrancomf.com,(16) 3395-1546,Química,Fabricação de outros produtos de minerais não metálicos ,31/10/2017,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
04.479.418/0001-84,Cluster Microinformatica Ltda,,Av Nossa Senhora de Copacabana,330,Sala 803,Copacabana,Rio de Janeiro,RJ,22020-001,augusto@clustermic.com.br,(21) 2256-1405,Varejo,Comércio varejista especializado de equipamentos e suprimentos de informática,25/05/2001,Micro empresa,Optante,Sociedade Empresária Limitada,,
07.511.071/0001-06,Es Engenharia Ltda,,Terra Boa,378,Casa,Centro,Pinhais,PR,83324-040,andre@esengenharia.eng.br,(41) 3363-5775,Engenharia,Serviços de engenharia,21/07/2005,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
07.019.552/0001-90,Colegio Messina Ltda,Colegio Messina,R Santa Rosa de Lima,240,,Parque Paulistano,São Paulo,SP,08080-000,atendimento@colegiomessina.com.br,(11) 2581-3074,Educação,Educação infantil - creche,10/09/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 150000,00",
31.527.318/0001-59,Rodo Park Locacoes Ltda,Rodo Park Locacoes,Rio Grande do Norte,57,Sala 604,Santa Efigenia,Belo Horizonte,MG,30130-130,henrique@rederodopark.com.br,(31) 99652-6306,Serviços Empresariais,Locação de automóveis sem condutor,17/09/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 400000,00",
01.085.550/0001-13,Seculo Xxi Representacao Ltda,Distribuidora Minas Embalagens,R Pulcheria Pena Paiva,329,,Jardim Aureliano,Pouso Alegre,MG,37550-000,vendas@seculoembalagens.com.br,,Varejo,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,07/03/1996,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 15000,00",
05.888.881/0001-42,Hominum Comercio de Produtos Para Saude Ltda,Hominum Comercio,Av Governador Adolfo Konder,231,,Campinas,São José,SC,88101-400,vendas@hominum.com.br,(48) 3247-0555,Medicina e Saúde,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",17/09/2003,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,1-10
10.243.979/0001-82,Master - S.s Consultoria Treinamento Informatica Ltda,Mastersys,R Rosa Mirassol Baeza,424,,Jardim Baronesa,Osasco,SP,06266-000,santosdumont@colegiosantosdumontosasco.com.br,(11) 3605-5518,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",02/01/2008,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
43.682.533/0001-03,La Novita Couros Eireli,,R Gilda,118,,Penha,São Paulo,SP,03650-000,angelo@lanovita.com.br,,Varejo,Comércio varejista de artigos de viagem,04/06/1973,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 150300,00",
93.992.097/0001-47,Rollafio Industria e Comercio de Passamanarias Ltda,,R Jahu,227,,Patria Nova,Novo Hamburgo,RS,93410-030,rollatextil@rollatextil.com.br,(51) 3587-4140,Fábricas e Indústrias,Fabricação de artefatos de cordoaria,07/05/1991,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10121042,00",95
04.888.287/0001-99,Lumapanos Comercio de Armarinhos Ltda,Cia do Barbante,R Lodovico Kaminski,3118,,Cic,Curitiba,PR,81260-282,marly@ciadobarbante.com.br,,Moda e Indústria Têxtil,Comércio varejista de artigos do vestuário e acessórios,01/02/2002,Micro empresa,Optante,Sociedade Empresária Limitada,,
09.322.643/0001-26,Futura Produtos Automotivos Ltda,Futura,Av Joao Xxiii,1160,"F1, N , N1",Cesar de Souza,Mogi das Cruzes,SP,08830-000,contato@futuraaditivo.com.br,(11) 4793-7400,Fábricas e Indústrias,Fabricação de outros produtos químicos ,07/08/2007,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 300000,00",
11.075.403/0001-16,Ocampo-rosauer S.a.,,Rua Paran? 457,,,,Exterior,EX,,thuergo@ocampo-rosauer.com,,Construção Civil,Serviços de engenharia,22/08/2009,Demais,Não optante,Empresa Domiciliada no Exterior,,
24.563.482/0001-56,Norms Agro Transportes Eireli,Norms,Brigadeiro Faria Lima,1.461,Andar 4 Conj 41 Cxpst 276,Jardim Paulistano,São Paulo,SP,01452-002,transporte@norms.com.br,(11) 3804-7426,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",11/04/2016,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
22.685.341/0001-80,Lima & Pergher Industria e Comercio S/a,Start Quimica,Av Almirante Barroso,22,Sala 402,Centro,Rio de Janeiro,RJ,20031-000,sac@startquimica.com.br,(34) 3292-6100,Medicina e Saúde,Comércio atacadista de cosméticos e produtos de perfumaria,06/03/1987,Demais,Não optante,Sociedade Anônima Fechada,"R$ 5000000,00",900
19.728.897/0001-00,Reformadora Truck Center Eireli,Dadinho Truck Center,Br-153,Sn,Quadraa Lote 006e Casa 01,Expansul Ii,Aparecida de Goiania,GO,74985-342,deilon@dadinho.com.br,(62) 3095-8613,Serviços ao Consumidor,Serviços de manutenção e reparação mecânica de veículos automotores,14/02/2014,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
01.211.825/0001-18,Eli Flores Ltda,Eli Flores,Q Qr 412 Conjunto,01,Casa 01,Samambaia,Brasília,DF,72320-101,contato@eliflores.com.br,(61) 3358-9371,Varejo,Comércio varejista de plantas e flores naturais,24/05/1996,Micro empresa,Optante,Sociedade Empresária Limitada,,
08.456.946/0001-79,Diotto & Martins Comercio em Geral Ltda,Pe no Chinelo,Santos Dumont,2.571,,Centro,Maringá,PR,87010-411,penochinelo@penochinelo.com.br,(44) 3226-9976,Varejo,Comércio varejista de calçados,10/11/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
00.057.274/0001-17,Micks Telecom Eireli,Micks Telecom,R Camerino Neves,193,,Centro,Guanambi,BA,46430-000,ivanaldo@micks.com.br,(77) 3451-3838,Telecomunicações,Provedores de acesso às redes de comunicações,29/04/1994,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 150000,00",
17.382.915/0001-01,Andre Camilo Barioni,,R Pasqual Guerrini,56,,Castelinho,Piracicaba,SP,13403-058,contato@anulum.com.br,,Construção Civil,Instalação e manutenção elétrica,13/12/2012,Micro empresa,Optante,Empresário Individual,"R$ 5000,00",
28.094.031/0001-78,Optilumina Iluminacao e Energia Eireli,Optilumina,Caracas (loteamento Rande),165,,Nova Vinhedo,Vinhedo,SP,13284-146,albert.rempel@optilumina.com.br,(19) 3826-4868,Fábricas e Indústrias,Fabricação de luminárias e outros equipamentos de iluminação,03/07/2017,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95000,00",
09.246.474/0001-92,Vl Comercio de Motores e Pecas Ltda,A Trator Diesel,Bandeirantes,300,Quadra85 Lote 6e,Ipiranga,Goiania,GO,74453-040,falecom@atratordiesel.com.br,(62) 3086-7200,Máquinas e Equipamentos,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",27/11/2007,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
15.669.913/0001-72,Indic - Instituto de Diagnostico Por Imagem de Curitiba Ss Ltda,Indic - Pilar,Desembargador Hugo Simas,366,,Bom Retiro,Curitiba,PR,80520-250,gerencia@indic.com.br,(41) 3076-1007,Medicina e Saúde,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",24/02/2012,Demais,Excluído,Sociedade Simples Limitada,"R$ 2895000,00",
35.645.518/0001-67,Servir e Vencer Cursos e Treinamentos Ltda,Servir e Vencer,Anhanguera,5674,Edif Palacio do Comercio Sala 101,Set Central,Goiania,GO,74043-010,joaosaraiva@servirevencer.com.br,(61) 99285-2109,Educação,Treinamento em desenvolvimento profissional e gerencial,28/11/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
36.640.311/0001-62,E-chope Jundiai Comercio de Bebidas e Conveniencias Ltda,E-chope,do Retiro,269,,Vila Virginia,Jundiai,SP,13209-000,jundiai@echope.com.br,(11) 4521-9773,Varejo,Comércio varejista de bebidas,11/03/2020,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
72.678.428/0001-07,Miwa Shoji Importacao e Exportacao Ltda.,,R dos Jornalistas,16,,Cidade Vargas,São Paulo,SP,04318-000,contato@miwa.com.br,(11) 5084-1390,Importadoras e Exportadoras,Comércio atacadista de artigos de escritório e de papelaria,21/07/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 70000,00",
02.411.813/0001-08,Sulweb - Internet Designer Ltda,,R Marechal Floriano,82,,Hamburgo Velho,Novo Hamburgo,RS,93510-260,fotografia@anapaulalenz.com.br,,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",04/03/1998,Micro empresa,Não optante,Sociedade Empresária Limitada,,
77.288.215/0001-84,Laboratorio Parzianello Ltda,,R Maranhao,804,,Centro,Cascavel,PR,85806-050,atendimento@parzianello.com.br,(45) 3223-6873,Medicina e Saúde,Laboratórios clínicos,05/05/1976,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 16000,00",
30.298.644/0001-79,Fapn Servicos de Estetica Automotiva Eireli,Acquazero Camara,Manoel Honorato da Costa,555,Estacionamento,Vila da Fabrica,Camaragibe,PE,54759-475,camarashopping@acquazero.com.br,(81) 99411-0087,Serviços ao Consumidor,"Serviços de lavagem, lubrificação e polimento de veículos automotores",25/04/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95400,00",
91.061.002/0001-46,Contec Contabilidade Ltda,,Tiradentes,1682,Sala 1,Centro,Venancio Aires,RS,95800-000,contec@contecva.com.br,(51) 3741-1452,Serviços Empresariais,Atividades de contabilidade,22/07/1986,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
10.217.217/0001-01,Geopan Panificadora Ltda,Geopan,Otto Benack,257,,Bom Retiro,Joinville,SC,89222-550,geopan@geopanpanificadora.com.br,(47) 3029-2365,Fábricas e Indústrias,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,26/06/2008,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 366667,00",
74.400.052/0001-91,Comercial 3 Albe Ltda,,Av Jacobus Baldi,745,707 711,Cidade Fim de Semana,São Paulo,SP,05847-000,vendas@3albe.com.br,(11) 5511-5120,Medicina e Saúde,Comércio atacadista de medicamentos e drogas de uso humano,11/02/1994,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2000000,00",11-50
08.261.454/0001-28,Controller Consultoria e Assessoria Publica e Empresarial Ltda.,Controller,110 Sul Lt 01 e 03 Av Jk Ed Elizia I,Sn,Sala 101 Terrio,Centro,Palmas,TO,77020-124,controller@controllerconsultoria.net,(63) 3225-0070,Contabilidade,Atividades de contabilidade,08/08/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
32.606.046/0001-45,Rezzadori Incorporadora de Imoveis Ltda,Rezzadori Incorporadora,Rene Frey,1310,Sala 02,Jardim das Araucarias,Fraiburgo,SC,89580-000,madeirasrezzadori@hbinfo.com.br,(49) 3246-0440,Construção Civil,Incorporação de empreendimentos imobiliários,30/01/2019,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 150000,00",
07.960.899/0001-33,Espaco Ana Lindgren Salao de Beleza Ltda,,R Nova York,472,,Brooklin,São Paulo,SP,04560-001,comercial@analindgren.com.br,,Serviços ao Consumidor,"Cabeleireiros, manicure e pedicure",12/04/2006,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 5000,00",
11.832.881/0001-23,Wb Gestao de Servicos Centrais Ltda,Wb Gestao,Tenente Rui Lopes Ribeiro,231,Parte,Centro,Macae,RJ,27910-330,danielle.queiroz@wbgestao.com.br,(22) 2772-4329,Educação,Treinamento em desenvolvimento profissional e gerencial,16/04/2010,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 15000,00",
11.054.589/0001-27,Polaris Marketing e Servicos Ltda,,Jaime Telles,62,,Petropolis,Porto Alegre,RS,90460-030,lisella@polarisconsultoria.com.br,(51) 3028-8811,Serviços Empresariais,Marketing direto,27/05/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12500,00",
24.732.806/0001-32,Conceito Vistoria Veicular Ltda,Alfa Vistoria Veicular,Amazonas,2214,,Garcia,Blumenau,SC,89021-000,blumenau@alfavistoriasc.com.br,(47) 3041-3434,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,04/05/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
46.477.444/0001-13,Eletro Eletronica Jumana Ltda,,R Juventus,408,,Parque da Mooca,São Paulo,SP,03124-020,contato@jumana.com.br,(11) 2389-2453,Máquinas e Equipamentos,Comércio varejista especializado de equipamentos e suprimentos de informática,06/08/1981,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
09.366.296/0001-33,Br Appolonio Servicos de Limpeza e Portaria Eireli,Real Protecao,Av Doria,361,,Vila Paulista,São Paulo,SP,04635-070,comercial@gruporealprotecao.com.br,,Construção Civil,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",31/01/2008,Empresa de pequeno porte,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 62200,00",
04.203.791/0001-08,Zysman Fotografica Ltda,Le S Criacoes Fotograficas,R Cardoso de Almeida,1.658,,Perdizes,São Paulo,SP,05013-001,contato@lescriacoes.com.br,(11) 3862-1763,Serviços Empresariais,"Atividades de produção de fotografias, exceto aérea e submarina",19/12/2000,Micro empresa,Optante,Sociedade Empresária Limitada,,
07.311.370/0001-99,Cappellano e Carramenha Servicos de Comunicacao Ltda,4co Comunicacao e Cultura Organizacional,Av Miguel Estefano,1.206,,Jardim Saude,São Paulo,SP,04301-001,thatiana@4co.com.br,,Serviços Empresariais,Marketing direto,29/03/2005,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
19.038.490/0001-43,Nutre Store Produtos Naturais Ltda,Nutre Store,Jose Acacio Moreira,1075,Sala 01,Centro,Tubarao,SC,88704-557,administracao@nutrestore.online,(48) 3629-0274,Alimentos e Bebidas,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios ,09/10/2013,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
57.492.332/0001-58,Aquariu's Cor Corretora de Seguros Ltda,,Serra do Umbuzeiro,501,,Jardim Paranapanema,Campinas,SP,13100-239,carlos.roberto@aquariuseguros.com.br,(19) 3295-8825,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",09/09/1987,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1500,00",
14.696.798/0001-62,Versatil Designer Ltda,Persianas Versatil,Fernandopolis,63,,Quinta da Paineira,São Paulo,SP,03152-040,marcos@persianasversatil.com.br,(11) 2385-8558,Varejo,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",28/04/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
04.505.621/0001-88,Planeta Gas Comercio de Equipamentos e Acessorios Automotivos e Servicos Ltda,,R Carolina Florence,899,,Vila Nova,Campinas,SP,13081-000,planeta@planetagas.com.br,,Varejo,Comércio a varejo de peças e acessórios novos para veículos automotores,07/06/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
10.676.298/0001-08,Hey Propaganda Ltda,Hey Comunicacao & Marketing,R Vicente Machado,651,,Trianon,Guarapuava,PR,85012-250,contato@agenciahey.com.br,,Serviços Empresariais,Agências de publicidade,03/03/2009,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 28000,00",11-50
10.733.078/0001-79,Hosl Servicos Oftalmologicos Eireli,Hosl Servicos Oftalmologicos,"Q Cnm 01, Bloco",K,Sala 104 A,Ceilandia Centro,Brasília,DF,72215-511,faleconosco@hosl.com.br,(61) 3372-4394,Medicina e Saúde,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,23/03/2009,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
24.766.774/0001-96,Jr Empreiteira de Obras Eireli,,R Xv de Novembro,266,Conj 76,Centro,Curitiba,PR,80020-310,contato@jrce.com.br,,Construção Civil,Outras obras de acabamento da construção,29/04/2016,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
02.220.372/0001-59,Porco Feliz - Comercio de Carnes Ltda,,R Cantareira,306,Rua e - Box 26,Centro,São Paulo,SP,01024-100,vendas@porcofeliz.com.br,(11) 3315-0180,Atacado e Distribuição,Comércio atacadista de carnes bovinas e suínas e derivados,10/11/1997,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
05.071.989/0001-48,Daniela Rogeri Baretta & Cia Ltda,Rline,Av Rio Grande do Sul,976,,Centro,Planalto,PR,85750-000,paroquia@rline.com.br,,Varejo,Comércio varejista especializado de equipamentos e suprimentos de informática,27/05/2002,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 130000,00",
31.850.960/0001-74,Se Assessoria Tecnica e Comercial Ltda,Seatec Energias Renovaveis,Assis Brasil,92,,Centro,Sao Francisco de Paula,RS,95400-000,eliane@seatec.eng.br,(51) 99675-7177,Construção Civil,Serviços de engenharia,24/10/2018,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
02.036.316/0001-69,Pack Import Importacao Eireli,Pack Import,R Anita Garibaldi,1825,Sala 05,Anita Garibaldi,Joinville,SC,89203-301,carlos@packimport.com.br,(41) 99183-1654,Medicina e Saúde,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",07/08/1997,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 520000,00",
12.218.791/0001-00,Dicale Construtora Ltda,,Monte Siao,2066,Loja 01,Francos,Aguas de Lindoia,SP,13940-000,contato@dicale.com.br,(19) 3824-1607,Construção Civil,Construção de edifícios,20/05/2010,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 300000,00",
03.061.499/0001-35,Panificadora de Paula & Carvalho Ltda,Barcelona Paes e Doces,Al Sesi,136,,Centro Empresarial Sorocaba,Sorocaba,SP,18086-403,marli@barcelonaalimentos.com.br,(15) 3011-1488,Fábricas e Indústrias,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,29/03/1999,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 40000,00",
05.531.282/0001-77,Offtec Ltda,,R Roseira Velha,2,Letra A,Jardim Piracuama,São Paulo,SP,05763-490,sac@offtec.com.br,,Eletro-eletrônica,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,11/02/2003,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 3000,00",
02.317.708/0001-04,Quasar Transporte e Logistica Ltda,,R Dr Deodato Wertheimer,2583,Sala 01,Mogi Moderno,Mogi das Cruzes,SP,08717-485,renata@quasarlogistica.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",14/01/1998,Demais,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
36.259.894/0001-86,"Tfv Comercio de Roupas, Calcados e Artigos Eletronicos Ltda",Tfv Imports,Joao Cabral de Mello Neto,00850,Blc 002 Sal 0210,Barra da Tijuca,Rio de Janeiro,RJ,22775-057,lojaonline@tfvimports.com.br,(21) 96783-8455,Máquinas e Equipamentos,Comércio varejista especializado de equipamentos e suprimentos de informática,05/02/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
02.457.101/0001-11,Jomagon Industria e Comercio Ltda,,R Violeta,850,,Jardim Odete,Itaquaquecetuba,SP,08598-140,ricardo.araujo@jomagon.com.br,(11) 4644-8148,Metalúrgica e Mecânica,Produção de tubos de aço com costura,07/04/1998,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,,
04.817.564/0001-72,Oxisa - Comercio de Materiais Para Solda Ltda,,R Carijos,358,,Vila Alzira,Santo André,SP,09180-000,alexandreluca@oxisa.com.br,,Varejo,Comércio varejista de ferragens e ferramentas,04/12/2001,Micro empresa,Optante,Sociedade Empresária Limitada,,
02.237.110/0001-05,Valevida Corretora de Seguros de Vida Eireli,,Cassiano Ricardo,319,Sala 1305,Parque Residencial Aquarius,São José dos Campos,SP,12246-870,anapaula@valevida.com,(12) 3922-1303,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",19/11/1997,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
07.633.986/0001-86,Efeito Representacao Comercial Ltda,Ld Representacao Comercial,Projetada 5,12,Quadra06 Lote 12,Jardim Universitario,Cuiaba,MT,78075-510,cassio@efeitocomercial.com,(65) 99972-9538,Varejo,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",07/10/2005,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
88.624.499/0001-59,Catafesta-industria de Vinhos Ltda,,R Augusto Catafesta,100,,Centro,São Marcos,RS,95190-000,lucianne@catafesta.com.br,(54) 3291-1611,Fábricas e Indústrias,Fabricação de vinho,01/07/1963,Demais,Não optante,Sociedade Empresária Limitada,"R$ 8000000,00",45
72.907.256/0001-98,Replan Comercial e Recuperadora de Embalagens Ltda,Replan,R Batalha do Tuiuti,2050,,Distrito Industrial do Lageado,Salto,SP,13329-422,replan@replantambores.com.br,(11) 4028-3856,Fábricas e Indústrias,Manutenção e reparação de equipamentos e produtos ,04/10/1993,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 2816,00",
04.275.800/0001-76,E-xyon Tecnologia e Informacao Ltda,E-xyon,Est de Lavras,788,Casa 2 - Loja,Lavras,Rio Bonito,RJ,28800-000,marcos.silva@e-xyon.com.br,(21) 2121-0100,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,31/01/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 310000,00",51-200
19.580.982/0001-66,Davos Servicos Contabeis Ltda,Davos Controladoria,Luiz Michielon,1207,Sala 402,Nossa Senhora de Lourdes,Caxias do Sul,RS,95074-001,adriano@davoscontroladoria.com.br,(54) 3419-2210,Serviços Empresariais,Atividades de contabilidade,05/12/2013,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 9000,00",
