CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
41.572.538/0001-58,Cga Contabilidade Gerencial S/s Ltda,Cga Contabilidade,Antonio Augusto,101,,Meireles,Fortaleza,CE,60110-370,societario@cgacontabilidade.com.br,(85) 3219-1991,Contabilidade,Atividades de contabilidade,30/11/1992,Micro empresa,Excluído,Sociedade Simples Limitada,"R$ 1000,00",
09.523.912/0001-12,A Bianchini Ingeniero Sa,,"Diputacio, 279, 1?/3?",,,,Exterior,EX,,bianchini@abianchini.es,,Metalúrgica e Mecânica,"Fabricação de produtos de trefilados de metal, exceto padronizados",02/05/2008,Demais,Não optante,Empresa Domiciliada no Exterior,,
12.260.866/0001-10,Crepaldi & Galli Corretora de Seguros Ltda,,R Rio de Janeiro,515,Apt 71,Oswaldo Cruz,São Caetano do Sul,SP,09540-400,marlene@crepaldigalli.com.br,,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",15/07/2010,Demais,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
17.611.724/0001-74,Dimensao - Servicos de Telecomunicacoes e Tecnologia Aplicada Ltda,,R Igaraunas,85,A,Floramar,Belo Horizonte,MG,31840-330,solange.rodrigues@dimensaotec.com.br,(31) 3078-9750,Construção Civil,Serviços de engenharia,05/11/1982,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",0
03.686.673/0001-35,Aurino C. Delfino & Cia Ltda,,Rod Br 386,987,"Km 343,8",Olarias,Lajeado,RS,95900-000,acd@velotaco.com.br,(51) 3748-0064,Varejo,Comércio a varejo de peças e acessórios novos para veículos automotores,22/02/2000,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
75.986.307/0001-02,Cecopar Centro Contabil Paranaense Ltda,,R Lamenha Lins,1255,,Reboucas,Curitiba,PR,80250-020,cecopar@cecopar.com.br,(41) 3332-7245,Contabilidade,Atividades de contabilidade,03/12/1981,Empresa de pequeno porte,Optante,Sociedade Simples Limitada,,
26.145.084/0001-45,Mycoaching Concursos Ltda,Mycoaching Concursos,Doutor Vital Brasil,651,Sobreloja,Butanta,São Paulo,SP,05503-001,empresa@mycoachingconcursos.com.br,(11) 2364-1595,Educação,Cursos preparatórios para concursos,12/09/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 35000,00",
00.207.176/0001-19,Imobiliaria Taques Ltda,,Av Candido de Abreu,427,8 Andar Cj. 805,Centro Civico,Curitiba,PR,80530-903,imobiliariataques@imobiliariataques.com.br,(41) 3018-3557,Imobiliárias,Corretagem na compra e venda e avaliação de imóveis,15/08/1994,Micro empresa,Optante,Sociedade Empresária Limitada,,
03.485.123/0001-58,Colegio Illuminare Ltda,Illuminare,R Atilio Focesi,116,,Jd. Sao Francisco,Campinas,SP,13105-168,secretaria@colegioilluminare.com.br,(19) 3258-2772,Educação,Ensino fundamental,20/10/1999,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
06.331.064/0001-51,Techpower Industria e Comercio de Equipamentos Eletroeletronicos Ltda,Techpower,Av Assis Brasil,7065,,Sarandi,Porto Alegre,RS,91140-001,techpower@techpower-rs.com.br,,Varejo,Comércio varejista especializado de equipamentos e suprimentos de informática,24/06/2004,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
10.932.281/0001-74,Evolucao Consultoria em Seguranca do Trabalho Ltda,Evolucao Consultoria,R Marco Liashi,177,,Vila Menuzzo,Sumaré,SP,13171-540,comercial@evolucaoconsultoria.com.br,(19) 3383-3735,Serviços Empresariais,Serviços de perícia técnica relacionados à segurança do trabalho,26/06/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
11.607.230/0001-30,Tnd Inspecoes Tecnicas e Comercio Ltda,Tnd Inspecoes Tecnicas,R Montese,799,,Santa Branca,Belo Horizonte,MG,31565-150,francisco@tndinspecoes.com.br,,Serviços Empresariais,Testes e análises técnicas,25/02/2010,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 70000,00",
02.315.313/0001-64,Valdir Ribeiro Telecomunicacoes,V R Telecom,Fiacao da Saude,145,Cj 57,Saude,São Paulo,SP,04144-020,valdir@vrtelecom.net,(11) 2352-0578,Construção Civil,Manutenção de estações e redes de telecomunicações,13/01/1998,Micro empresa,Excluído,Empresário Individual,"R$ 5000,00",
02.773.783/0001-71,Goncalves Manso Comercio e Representacoes Ltda,E-volution Touch Technologies,Av Engenheiro Pinto Martins,646,,Vl. Rica,São Paulo,SP,03911-010,contato@evotouch.com.br,(11) 2225-1517,Eletro-eletrônica,Comércio atacadista de equipamentos de informática,02/10/1998,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 20000,00",
05.268.088/0001-40,Sistema Assessoria Contabil e Gerencial Eireli,Sistema Assessoria Contabil,Sete de Setembro,1221,,Centro,Bariri,SP,17250-000,sistema@acib.com.br,,Serviços Empresariais,Atividades de contabilidade,29/08/2002,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 90000,00",
01.093.122/0001-32,Pegasus Assessoria Contabil Ltda,Pegasus Assessoria Contabil,Av Souza Naves,79,Sala 03 Pavmtosuperior,Centro,Ibiporã,PR,86200-000,adriano@pegasuscontabil.com.br,(43) 3158-7800,Serviços Empresariais,Atividades de contabilidade,15/03/1996,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5500,00",
17.155.342/0001-83,Loja Eletrica Limitada,,Av Santos Dumont,402,,Centro,Belo Horizonte,MG,30111-040,sac@lojaeletrica.com.br,(31) 3218-8306,Materiais de Construção,Comércio varejista de material elétrico,17/07/1973,Demais,Não optante,Sociedade Empresária Limitada,"R$ 20000000,00",17
01.250.184/0001-00,Jmt Producoes de Audio Ltda.,Jamute Audio,R Heitor Stockler de Franca,396,,Centro Civico,Curitiba,PR,80030-030,jamute@jamute.com.br,,Mídia e Entretenimento,Atividades de gravação de som e de edição de música,01/04/1996,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 89534,00",
04.841.807/0001-08,Warme do Brasil Instrumentacao e Automacao Industrial Ltda,,R Cana Verde,110,Via de Circulacao Um N 205 Centro Industrial,Jardim Silvestre,Itaquaquecetuba,SP,08584-420,warme@warme.com.br,(11) 4646-2525,Fábricas e Indústrias,"Fabricação de aparelhos e equipamentos de medida, teste e controle",30/11/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 500000,00",
14.072.678/0001-94,Eko Climax Climatizacao e Conforto Ltda,Eko Climax Climatizacao e Conforto,R Came,455,,Mooca,São Paulo,SP,03121-020,ekoclimax@ekoclimax.com.br,(11) 3294-6030,Eletro-eletrônica,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,12/07/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 40000,00",
00.318.320/0001-94,Avec Verre Design Produtos Especiais Ltda,,Tv Arapua,306,,Jardim Ocara,Santo André,SP,09051-030,comercial@avec.com.br,(11) 4422-4722,Fábricas e Indústrias,Fabricação de esquadrias de metal,23/11/1994,Demais,Não optante,Sociedade Empresária Limitada,"R$ 900000,00",51-200
74.479.577/0001-64,Macmillan do Brasil Edit.coml Imp e Distribuidora Ltda,,Av Brigadeiro Faria Lima,1309,Sala Escritorio 3-b,Jardim Paulistano,São Paulo,SP,01452-002,moises.rocha@macmillan.com.br,(11) 4613-2278,Mídia e Entretenimento,Edição de livros,09/03/1994,Demais,Não optante,Sociedade Empresária Limitada,"R$ 48155670,00",
07.701.805/0001-01,Medicao Solucoes Metrologicas Integradas Ltda,Medicao Solucoes Metrologicas,R 15 Esquina Com Rua 14,261,Quadra43 Lote 21,Jardim Santo Antonio,Goiânia,GO,74853-280,medicaogoias@medicaogoias.com.br,(62) 3249-4456,Fábricas e Indústrias,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",22/11/2005,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
57.183.816/0001-15,Memphis Engenharia e Servicos Eireli,Memphis Engenharia,Paranapanema,65,,Vila da Saude,São Paulo,SP,04144-100,maria.penha@memphis.eng.br,(11) 3297-9191,Construção Civil,Instalação e manutenção elétrica,18/03/1987,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 840000,00",
06.699.029/0001-90,Canopus Construcoes Ltda,,Av Colares Moreira,1,Quadra: 46;,Jardim Renascenca,Sao Luis,MA,65075-441,canopus@canopusconstrucoes.com.br,(98) 3235-4377,Construção Civil,Construção de edifícios,04/03/1974,Demais,Não optante,Sociedade Empresária Limitada,"R$ 20000000,00",
48.330.609/0001-55,Industria e Comercio de Carne Laranjal Ltda,Frigorifico Laranjal,Av Silpa,S/N,,da Ponte,Laranjal Paulista,SP,18500-000,priscila@laranjal.com.br,(15) 3383-9898,Fábricas e Indústrias,Fabricação de produtos de carne,30/03/1977,Demais,Excluído,Sociedade Empresária Limitada,"R$ 1200000,00",
78.234.853/0001-85,Comercial Ane Cris Ltda,Itamig,R Anne Frank,3705,,Boqueirao,Curitiba,PR,81650-020,contato@itamig.com.br,(41) 3276-6431,Atacado e Distribuição,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",07/02/1980,Micro empresa,Optante,Sociedade Empresária Limitada,,
12.321.646/0001-50,Sapinck Topografia Ltda,Sapinck Topografia,Av Vinte de Setembro,5104,,Sete de Setembro,Sapiranga,RS,93819-000,hobus@hobustopografia.com.br,,Construção Civil,"Serviços de cartografia, topografia e geodésia",29/07/2010,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
05.500.075/0001-55,J.c. Auditores e Consultores Ltda,,R das Andirobas,5,,Jardim Renascenca,Sao Luis,MA,65075-040,jc@jccons.com.br,,Contabilidade,Atividades de consultoria e auditoria contábil e tributária,05/02/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 70000,00",
15.288.931/0001-04,Thametal - Sistemas e Artefatos Metalicos Ltda,Thametal,Av Andrade Neves,965,,Vila Helena,Santo André,SP,09175-360,contato@thametal.com.br,(11) 2988-5033,Fábricas e Indústrias,Produção de artefatos estampados de metal,08/03/2012,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
04.027.337/0001-43,S.t.a. Tecnologia em Relacionamentos Ltda.,,R Beira Rio,45,Andar 3,Vila Olimpia,São Paulo,SP,04548-050,leo.borges@stasolutions.com.br,,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",23/08/2000,Demais,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
13.344.901/0001-42,Lux - Industria de Materiais Eletricos Ltda,,R Mercurio,297,,Ana Lucia,Sabará,MG,34710-180,warley.mendes@luxcomercialeletrica.com.br,(31) 2531-4919,Energia,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,03/03/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
00.230.205/0001-63,J.f.r. Consultoria Eireli,Metrocerto Consultoria Imobiliaria,dos Trabalhadores,116,Sala 511 B,Vila Castelo Branco,Indaiatuba,SP,13338-050,contato@metrocerto.com.br,(19) 3115-3240,Imobiliárias,Compra e venda de imóveis próprios,29/09/1994,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 230000,00",
18.977.263/0001-10,Volus Tecnologia Ltda,Volus Tecnologia,Ilheus,256,,Alto Maron,Itabuna,BA,45603-370,ronaldo@volus.com.br,(73) 99130-7026,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,25/09/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
05.070.060/0001-02,Pousada Carcara Eireli,Pousada e Restaurante Carcara,Armando Vasconcelos,S/n,,Vila de Jericoacoara,Jijoca de Jericoacoara,CE,62598-000,gerente@pousadacarcara.com,(88) 98839-8302,Viagem e Turismo,Hotéis,30/04/2002,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 99800,00",
11.805.172/0001-59,Hortaplus - Parana Representacoes de Insumos Agricolas Ltda,,R Adolfo Purpur,447,,Jardim Imperial,Maringá,PR,87023-155,adolfo.harano@hortaplus.com.br,(44) 3026-8061,Química,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",01/04/2010,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 15000,00",
07.881.532/0001-24,Fontoura Hot Branding e Comunicacao Ltda,,Pc Alpha de Centauro,20,3 Andar - Centro de Apoio Ii,Alphaville,Santana de Parnaíba,SP,06541-075,fontoura@fontourahot.com.br,(11) 4152-2668,Serviços Empresariais,Agências de publicidade,16/02/2006,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 2000,00",
32.745.511/0001-29,Loebler & Pahim Ltda,Loebler Condominios,General Sampaio,1434,,Centro,Alegrete,RS,97541-260,admcondominios@loebler.com.br,(55) 3422-2714,Imobiliárias,Gestão e administração da propriedade imobiliária,12/02/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
28.188.644/0001-74,A.a.s. Serv - Servicos de Apoio Administrativo Ltda,,Lusmar Aparecido Rosa,102,Sala 1,Parque Continental I,Guarulhos,SP,07077-035,alexalves@aasservconsultoria.com.br,(11) 98230-2127,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,14/07/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
28.499.789/0001-96,Ana Beneficios Seguros e Saude - Eireli,Ana Beneficios Seguros e Saude,Doutor Braguinha,45,Sala 41,Centro,Sorocaba,SP,18010-120,anabarros@anabeneficios.com.br,(15) 3232-8420,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",24/08/2017,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
03.834.826/0001-44,Microcont Assessoria Contabil Eireli,Microcont,R Padre Joao,444,Conj 105,Penha de Franca,São Paulo,SP,03637-000,microcont@microcont.com.br,,Serviços Empresariais,Atividades de contabilidade,05/05/2000,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 63000,00",
29.946.389/0001-44,Arroiogeo Geotecnologias Projetos e Servicos Eireli,"Arroiogeo Geotecnologias, Projetos e Servicos",36,266,Quadra36 Lote 21,Setor Santos Dumont,Goiania,GO,74463-740,frederico@arroiogeo.com.br,(62) 3911-8122,Construção Civil,"Serviços de cartografia, topografia e geodésia",15/03/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 5000,00",
02.595.894/0001-35,Repretec Trading Eireli,Repretec,R Joinville,304,Sala 901 e 902 Edif Athon,Centro,Itajaí,SC,88301-410,contato@repretec.com.br,(47) 3390-2400,Materiais de Construção,Comércio atacadista especializado de materiais de construção ,23/06/1998,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 1278500,00",10
72.069.420/0001-35,M. G. Telecomunicacoes Eireli,,Est do Tindiba,01103,Sal 0607,Taquara,Rio de Janeiro,RJ,22740-361,mgtel@mgtel.com.br,,Eletro-eletrônica,Reparação e manutenção de equipamentos de comunicação,15/09/1992,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Simples),"R$ 80000,00",
17.699.252/0001-53,Usiclever Solucoes e Manufatura Para Industria - Eireli,,Carlos Essenfelder,1600,,Boqueirao,Curitiba,PR,81650-090,usiclever@usiclever.com.br,(41) 3248-6569,Serviços Empresariais,"Serviços de usinagem, torneiria e solda",18/01/2013,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 67800,00",
08.482.864/0001-07,M.t.l. Ambiental Consultoria Ltda,,R Euclides dos Santos,199,,Jd. Santa Angelina,Araraquara,SP,14802-185,contato@mtlambiental.com.br,,Engenharia,Serviços de engenharia,27/11/2006,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 30000,00",
75.390.716/0001-41,Comercio de Enxovais Doro Ltda,,R Honorio Zschoerper,111,,Schramm,São Bento do Sul,SC,89280-529,sbs@enxovaisdoro.com.br,,Varejo,"Comercio varejista de artigos de cama, mesa e banho",02/12/1980,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
13.850.900/0001-70,G Force Assessoria Esportiva Ltda,G Force Assessoria Esportiva,Clsw 301 Lote 04 Bloco B,143,,Setor Sudoeste,Brasília,DF,70673-602,contato@gforceassessoria.com.br,(61) 99109-9078,Serviços Empresariais,"Outras atividades profissionais, científicas e técnicas ",20/06/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
31.745.402/0001-49,Rh Mais Assessoria de Recursos Humanos Ltda,,Treze de Maio,336,Loja 0004 Andar Tr Cond Santa Maria Ed,Centro,Curitiba,PR,80020-270,atendimento@gruporhmais.com.br,(41) 3779-9324,Serviços Empresariais,Locação de mão de obra temporária,11/10/2018,Demais,Não optante,Sociedade Empresária Limitada,"R$ 190000,00",
10.522.343/0001-70,Construvatti Comercio de Materiais de Construcao Ltda,Centervatti,Av Protasio Alves,5801,,Petropolis,Porto Alegre,RS,91310-003,vendasprotasio@centervatti.com.br,(51) 3061-3570,Varejo,Comércio varejista de materiais de construção em geral,20/11/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
34.034.191/0001-24,Claro & Santos Consultoria em Tecnologia da Informacao Ltda,C&s Analytics,Paulista,171,Andar 04,Bela Vista,São Paulo,SP,01311-000,fernando.santos@cesanalytics.com,(11) 96614-5162,Eletro-eletrônica,Consultoria em tecnologia da informação,26/06/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
32.040.545/0001-18,Mcr Representacoes e Comercio Ltda,,Av Marechal Camara,160,Sala 1207,Centro,Rio de Janeiro,RJ,20020-080,mreis@mcr.srv.br,(21) 2240-9067,Varejo,Outros representantes comerciais e agentes do comércio especializado em produtos ,20/05/1988,Demais,Não optante,Sociedade Empresária Limitada,,
62.617.709/0001-98,Mercearia e Casa de Carnes Montalegre Ltda,,Av Marcondes de Brito,1484,,Vila Matilde,São Paulo,SP,03509-000,contato@casamontalegre.com.br,(11) 2654-2819,Alimentos e Bebidas,Comércio varejista de carnes - açougues,09/04/1990,Micro empresa,Optante,Sociedade Empresária Limitada,,
04.744.128/0001-10,Fv2 Comunicacao Integrada Ltda,,Av Vereador Roberto Garrido de Souza,510,Parte,Lagoa,Macaé,RJ,27925-400,fv@fvcomunicacao.com.br,(22) 2762-5043,Mídia e Entretenimento,Edição de livros,21/09/2001,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
23.228.702/0001-22,Comvar Comercial Eireli,Comvar,Bernardo Sayao,5184,Galpaoa,Guama,Belem,PA,66075-150,comvardistribuidora@gmai.com,(91) 3264-4771,Alimentos e Bebidas,Comércio atacadista de bebidas ,08/09/2015,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 2000000,00",
32.135.177/0001-91,Kido Dynamics Consultoria em Tecnologia Ltda,Kido Dynamics,Maest Cardim,354,Conj 92,Liberdade,São Paulo,SP,01323-000,lviotti@kidodynamics.com.br,(11) 3854-0750,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",29/11/2018,Demais,Não optante,Sociedade Empresária Limitada,"R$ 250000,00",
37.582.742/0001-82,Claudia Vieira M Gomes - Eireli,Nous,Assis Chateaubriand,1595,Quadrar30 Lote 16/17,Set Oeste,Goiania,GO,74130-012,claudia@wearenous.com,(62) 99838-1068,Varejo,"Lanchonetes, casas de chá, de sucos e similares",01/07/2020,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 104500,00",
23.348.081/0001-10,Vivaz Distribuidora de Cosmetico Eireli,Vivaz,Av Marginal Projetada,1810,Galpao19 Conj Mod Castelo Brancoii,Jardim Mutinga,Baruerí,SP,06460-200,vendas@flerdermocosmeticos.com.br,,Medicina e Saúde,Comércio atacadista de cosméticos e produtos de perfumaria,25/09/2015,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 80000,00",
08.926.690/0001-16,Termomaster Industria de Plasticos Ltda,Termomaster,Av dos Imigrantes,1270,,Esperanca,Panambí,RS,98280-000,darcio@termomaster.com.br,,Decoração,Fabricação de artefatos de material plástico para uso pessoal e doméstico,21/06/2007,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 120000,00",
07.819.602/0001-14,Erga Comercio de Areia Ltda,Erg Comercio de Areia,Av Cruzeiro do Sul,S/N,Chacara N S Aparecida,Santa Cruz,Descalvado,SP,13690-000,vendas@areiaerga.com.br,(19) 3583-3366,Materiais de Construção,Comércio atacadista especializado de materiais de construção ,30/01/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
54.824.313/0001-93,Sibra Vac Mecanica Saltense Ltda,,R Roque Lazzazera,221,Gleba 2,Faz. Santa Cruz,Salto,SP,13323-300,compras@sibravac.com.br,(11) 4602-9088,Fábricas e Indústrias,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",30/08/1985,Demais,Não optante,Sociedade Empresária Limitada,,
01.782.957/0001-08,Santa Edwiges Esquadrias Ltda,,R Aiuruoca,38,,Sao Paulo,Belo Horizonte,MG,31910-130,claudia@santaedwiges.ind.br,(31) 3234-5002,Fábricas e Indústrias,Fabricação de esquadrias de metal,03/02/1997,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
11.995.670/0001-01,Corujainv Administracao e Participacoes Ltda.,,Cerro Cora,2175,Sala 307,Vila Romana,São Paulo,SP,05061-450,patricia@corujainv.com.br,(11) 3667-9006,Construção Civil,Aluguel de imóveis próprios,19/05/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 3888506,00",
00.095.404/0001-06,Soldagases Comercio de Soldas e Gases Ltda,,R Duque de Caxias,389,Loja 03,Visconde de Araujo,Macaé,RJ,27943-031,comercial@soldagases.com.br,(22) 2762-6613,Varejo,Comércio varejista de outros produtos ,14/06/1994,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
10.375.523/0001-76,"Melo e Betine Servicos Especializados em Asseio,conservacao e Controladoria de Acesso Ltda",Elo Forte Seguranca e Vigilancia Patrimonial,R Nicolau Pereira Campos Vergueiro,133,Sala 02 J,Centro,Sorocaba,SP,18035-300,contato@eloforteservicos.com.br,,Construção Civil,Limpeza em prédios e em domicílios,10/09/2008,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
11.861.207/0001-77,Comercial Starseal Vedacoes e Ferramentas Ltda,Starseal Vedacoes,R Pereira Franco,388,,Sao Joao,Porto Alegre,RS,90240-520,marcio@starseal.com.br,(51) 3343-3369,Varejo,Comércio varejista de outros produtos ,26/04/2010,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
34.444.268/0001-34,Asserj Brasil Processamento de Dados Juridicos Ltda.,Asserj Brasil Tecnologia em Sistemas,Chaves Barcelos,27,Sala 901,Centro Historico,Porto Alegre,RS,90030-120,contato@asserjbrasil.com.br,(51) 3026-3500,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",06/08/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
05.053.834/0001-89,Inviron Technologies S/a,,Av Angelica,2529,Andar 5 Sala 101,Consolacao,São Paulo,SP,01227-200,dpombo@edgeit.com.br,(11) 3254-7660,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,03/05/2002,Demais,Não optante,Sociedade Anônima Fechada,"R$ 10000,00",
03.271.489/0001-24,Kalliandra Plantas Ornamentais Ltda,Floricultura Goncalves,R Alberto Silva,610,Terreo,Vila Ipiranga,Porto Alegre,RS,91370-000,eventos@floriculturagoncalves.com.br,(51) 3344-4317,Varejo,Comércio varejista de plantas e flores naturais,13/07/1999,Micro empresa,Não optante,Sociedade Empresária Limitada,,
01.095.776/0001-03,Pro Juridico Contabilidade S/s.,,"R Quinze de Novembro,",1671,,Centro,Jundiaí,SP,13201-305,fisc01@projuridicocontabil.com.br,(11) 4586-7630,Serviços Empresariais,Atividades de contabilidade,12/03/1996,Demais,Optante,Sociedade Simples Limitada,"R$ 4000,00",
08.801.087/0001-08,Eletro Glp Comercio de Materiais Eletricos Ltda,Eletro Glp,Av Tiradentes,6611,Letra D Box 01,Jardim Rosicler,Londrina,PR,86072-000,nfe@eletroglp.com.br,(43) 3376-5454,Materiais de Construção,Comércio varejista de material elétrico,27/04/2007,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",11-50
32.407.197/0001-74,Votocont Contabilidade - Eireli,Votocont Contabilidade,Sao Joao,978,,Jardim Icatu,Votorantim,SP,18110-210,contato@votocont.com.br,(15) 3247-1301,Serviços Empresariais,Atividades de contabilidade,10/01/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
05.293.074/0001-87,Vmi Sistemas de Seguranca Ltda,Vmi Seguranca,Av Um,55,,Dist. Indust. Genesco Ap. de O,Lagoa Santa,MG,33400-000,jonatas.leite@vmis.com.br,(31) 3622-0470,Fábricas e Indústrias,"Fabricação de máquinas e equipamentos para uso industrial específico , peças e acessórios",09/09/2002,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2182500,00",241
14.135.690/0001-09,Integrator do Brasil - Tecnologia e Desenvolvimento Ltda,Integrator Technology and Design,Padre Anthony Sammut,35,,Jardim Tiete,São Paulo,SP,03945-040,integrator@integrator.com.br,(11) 2919-2647,Informática,Desenvolvimento de programas de computador sob encomenda,12/07/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
21.860.906/0001-56,Associacao de Titulares de Cartorios do Estado do Maranhao - Atc/ma,Atc do Maranhao,Rod Ma 203,03,Quadra: 03;,Piramide,Raposa,MA,65138-000,contato@cartoriosmaranhao.com.br,(98) 3011-4343,Contabilidade,Atividades de fiscalização profissional,08/03/2013,Demais,Não optante,Associação Privada,,
17.200.364/0001-18,Tnsp Controle Ambiental Ltda,Truly Nolen,Santo Antonio,100,,Vila Santo Antonio,Cotia,SP,06708-370,adm.tnsp@trulynolen.com.br,(11) 4191-9422,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,09/11/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 90000,00",
24.417.606/0001-95,Pub - Planejamento Urbano Brasil Ltda,,Doutor Amancio de Carvalho,182,Sala 12,Vila Mariana,São Paulo,SP,04012-080,financeiro@pubbrasil.com.br,(11) 2539-6742,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",18/03/2016,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
66.343.559/0001-22,Unimed Teofilo Otoni Cooperativa de Trabalho Medico,Unimed Tres Vales,R Alexandre Mattar,137,,Sao Diogo,Teófilo Otoni,MG,39803-075,eduardonogueira@unimedtv.coop.br,(33) 3529-1100,Medicina e Saúde,Planos de saúde,13/08/1991,Demais,Não optante,Cooperativa,,
